viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
annual-deforestation,WorldMap,,,32946e114d1a114b40769e610bd75d5c,annual-deforestation_v10_850x600.svg,1,11,552205944,20132
annual-fish-catch-taxa,LineChart,,,76a713313438f2e519152bc952e330b8,annual-fish-catch-taxa_v6_850x600.svg,1,14,540584800,25036
annual-forest-expansion,WorldMap,,,30d0533dc8487527a698ac0d2d3ee967,annual-forest-expansion_v8_850x600.svg,1,17,521136528,18896
annual-freshwater-withdrawals,WorldMap,,,8fcbd2c309ceed8f89313ce06f782bf7,annual-freshwater-withdrawals_v16_850x600.svg,3,25,508259088,199439
annual-gdp-growth,WorldMap,,,8a9e64ef151435077b598b284cafa518,annual-gdp-growth_v18_850x600.svg,1,15,557065064,153742
annual-growth-income-consumption-poorest-vs-total-population,ScatterPlot,,,7ccefcca24b66169945f41195296c87c,annual-growth-income-consumption-poorest-vs-total-population_v18_850x600.svg,68,187,548402848,1848662
annual-growth-of-exports-of-goods-and-services,WorldMap,,,3d65e171ee4b3542ff7d72519216eeb7,annual-growth-of-exports-of-goods-and-services_v11_850x600.svg,2,16,532918024,120539
annual-growth-of-general-government-final-consumption-expenditure,WorldMap,,,95e40e5ead385a8352129871cbc97ef6,annual-growth-of-general-government-final-consumption-expenditure_v13_850x600.svg,1,20,555023080,114902
annual-growth-of-imports-of-goods-and-services,WorldMap,,,1433a418e21dc380d50e998b6f7c92b9,annual-growth-of-imports-of-goods-and-services_v10_850x600.svg,1,17,574065568,120899
annual-growth-of-the-gross-capital-formation,WorldMap,,,22e3a302c29c26238eb3eedd3e285d92,annual-growth-of-the-gross-capital-formation_v10_850x600.svg,2,17,521112024,110684
annual-growth-rate-of-urban-population-share,WorldMap,,,b1213959100ba66090dee4d672972d85,annual-growth-rate-of-urban-population-share_v13_850x600.svg,22,104,547234368,850106
annual-healthcare-expenditure-per-capita,WorldMap,,,07fc8739035e295f05e724f7a8b39f5d,annual-healthcare-expenditure-per-capita_v32_850x600.svg,2,19,593086360,162217
annual-hours-of-free-time-per-worker-and-income,ScatterPlot,,,546bfbbe83f7a6382cc39fd46f948c36,annual-hours-of-free-time-per-worker-and-income_v23_850x600.svg,2,18,552806520,11376
annual-hours-of-free-time-per-worker-and-income-finn,ScatterPlot,,,ec7f0cebc16682b77934817030afad58,annual-hours-of-free-time-per-worker-and-income-finn_v10_850x600.svg,2,17,564598104,11376
annual-hours-of-work-and-income-18702016,ScatterPlot,,,cfef50f3fcf7cff86b714190d85b550f,annual-hours-of-work-and-income-18702016_v22_850x600.svg,1,14,571518312,5320
annual-industrial-robots-installed,LineChart,,,65817c5deddcd9c062265ece1b1db0a8,annual-industrial-robots-installed_v25_850x600.svg,1,13,544169752,2512
annual-mortality-rate-from-seasonal-influenza-ages-65,WorldMap,,,e2330b3115e16406981dba0f3d89a1f4,annual-mortality-rate-from-seasonal-influenza-ages-65_v42_850x600.svg,1,15,566530016,5944
annual-number-of-births-by-world-region,StackedArea,,,959c4fdb2f987996e711dd1d7d61df31,annual-number-of-births-by-world-region_v21_850x600.svg,6,23,586861208,575365
annual-number-of-deaths-by-cause,DiscreteBar,,,6a36030710bbdb769143ef7ebcac84d6,annual-number-of-deaths-by-cause_v64_850x600.svg,142,158,658535288,10224323
annual-number-of-deaths-by-world-region,StackedArea,,,62bfb4a36036b2a5a40a0caea783ef65,annual-number-of-deaths-by-world-region_v27_850x600.svg,3,27,575334448,561297
annual-number-of-dhs-surveys-by-type,StackedBar,,,362c97607a014b19f61ad8709730fa30,annual-number-of-dhs-surveys-by-type_v14_850x600.svg,1,17,585707904,6440
annual-number-of-fires,WorldMap,,,6e05f87f68c81ee272181db74f6b6cf7,annual-number-of-fires_v18_850x600.svg,2,18,577211488,105337
annual-number-of-people-receiving-antiretroviral-therapy-through-pepfar,LineChart,,,441e3ffdd1b3397a31104ed6e1d11d85,annual-number-of-people-receiving-antiretroviral-therapy-through-pepfar_v13_850x600.svg,1,9,539151016,701
annual-patent-applications,WorldMap,,,d4ffc284c5aadcd5e7ee97624b6647f2,annual-patent-applications_v9_850x600.svg,1,18,561048032,118721
annual-patents-invention-united-states-1790,LineChart,,,a628f57edc560c10e454f28aeadb1ec8,annual-patents-invention-united-states-1790_v15_850x600.svg,1,13,566456752,6623
annual-per-capita-consumption-books,LineChart,,,b39e9fc82279bf5b17bab8072bd199c3,annual-per-capita-consumption-books_v9_850x600.svg,1,14,572430896,2921
annual-percentage-change-coal,DiscreteBar,,,c3e1a8f181b4e70b277884128b9d4262,annual-percentage-change-coal_v26_850x600.svg,2,11,565643648,199616
annual-percentage-change-fossil-fuels,WorldMap,,,e94d2f67af659b8c9a280f03c91676fc,annual-percentage-change-fossil-fuels_v23_850x600.svg,1,16,589950384,214350
annual-percentage-change-gas,WorldMap,,,d3e038ec6dfa1a297d83f80c3a996bd9,annual-percentage-change-gas_v26_850x600.svg,2,16,580842992,192084
annual-percentage-change-hydro,DiscreteBar,,,939a3e5ea941eed7c5ce3d0d60f4bed4,annual-percentage-change-hydro_v27_850x600.svg,1,9,589757608,194446
annual-percentage-change-in-solar-and-wind-energy-generation,DiscreteBar,,,bb4a6901e3ec3e96e48d2636f78dfdad,annual-percentage-change-in-solar-and-wind-energy-generation_v9_850x600.svg,1,10,576855128,101108
annual-percentage-change-low-carbon,WorldMap,,,922b68b0cf88b147dd9b7dbb5a3cc546,annual-percentage-change-low-carbon_v26_850x600.svg,1,17,581850696,201079
annual-percentage-change-nuclear,WorldMap,,,55dfa7e3173b5688763a331faf0d7045,annual-percentage-change-nuclear_v24_850x600.svg,2,16,556262832,88119
annual-percentage-change-oil,DiscreteBar,,,e77d8069e33e29d36fb4d53d793cdfa9,annual-percentage-change-oil_v21_850x600.svg,2,10,548285520,214665
annual-percentage-change-renewables,WorldMap,,,81c4ddb4042e41dba646a18e1404b835,annual-percentage-change-renewables_v24_850x600.svg,2,19,604468744,200885
annual-percentage-change-solar,WorldMap,,,29c7d935f361aebe0fa51456c1b27c7f,annual-percentage-change-solar_v27_850x600.svg,1,13,563252656,84015
annual-percentage-change-wind,WorldMap,,,661ac35362e7481e37dab2f9a1b2ac57,annual-percentage-change-wind_v24_850x600.svg,2,14,593724392,93658
annual-pm25-emissions-from-wildfires,StackedBar,,,a984524d0486e4108953be5741962b46,annual-pm25-emissions-from-wildfires_v20_850x600.svg,2,44,598155144,189641
annual-population-growth,LineChart,,,ef6689c44266dd25bf5f5e37c0877668,annual-population-growth_v38_850x600.svg,30,60,615403392,1151004
annual-primary-energy-fossil-vs-low-carbon,DiscreteBar,,,7be1796ae50184c88c6c4d274da65555,annual-primary-energy-fossil-vs-low-carbon_v23_850x600.svg,12,22,590658608,864471
annual-professional-service-robots-installed-by-area,SlopeChart,,,809cd313bbcfa51899b83143f05cef05,annual-professional-service-robots-installed-by-area_v21_850x600.svg,1,13,564874832,709
annual-rate-of-change-in-urban-populations,WorldMap,,,0f5350b13d9b3a97a77d56790639beab,annual-rate-of-change-in-urban-populations_v18_850x600.svg,4,31,596300240,220298
annual-reported-passenger-kilometers,StackedArea,,,aa932dcd50edad6637b2f9cfd3f5fbad,annual-reported-passenger-kilometers_v22_850x600.svg,2,10,677590768,145658
annual-research-and-development-funding-for-technologies-infectious-diseases,LineChart,,,86c3298a09c7bb113ab7632cea993772,annual-research-and-development-funding-for-technologies-infectious-diseases_v10_850x600.svg,2,41,604091456,7214
annual-research-development-funding-for-neglected-tropical-diseases,DiscreteBar,,,dc9e856445a384484c70423c893e57fc,annual-research-development-funding-for-neglected-tropical-diseases_v16_850x600.svg,2,15,599102640,11615
annual-scholarly-publications-on-artificial-intelligence,WorldMap,,,c9a765be1daca67ad32853ac31851425,annual-scholarly-publications-on-artificial-intelligence_v29_850x600.svg,1,14,696752680,44125
annual-share-of-co2-emissions,LineChart,,,015a223e0f67cf29ed09f59e25905ac8,annual-share-of-co2-emissions_v49_850x600.svg,5,31,594227544,957658
annual-space-visits,StackedBar,,,730a2f1bf41b4e2886b7161395a3fb52,annual-space-visits_v41_850x600.svg,1,19,575265200,61436
annual-temperature-anomalies,WorldMap,,,55d4fae0933f95d4133d8b2c399dfb3d,annual-temperature-anomalies_v23_850x600.svg,5,28,628362616,649591
annual-working-hours-per-person-employed,LineChart,,,9a51d5ef8fc6c27b731dbf66389d8d7f,annual-working-hours-per-person-employed_v4_850x600.svg,1,20,608919296,51119
annual-working-hours-per-worker,LineChart,,,de487140de8c656eabc160c799f194cd,annual-working-hours-per-worker_v100_850x600.svg,3,27,677024896,166740
annual-working-hours-per-worker-vs-gdp-per-capita-long-run,ScatterPlot,,,657ec070c74e8b42ae38e4b08e3b8343,annual-working-hours-per-worker-vs-gdp-per-capita-long-run_v24_850x600.svg,81,489,780483984,2652042
annual-working-hours-vs-gdp-per-capita-pwt,ScatterPlot,,,8ea48c65911a758ea13533f36b0a83b6,annual-working-hours-vs-gdp-per-capita-pwt_v69_850x600.svg,71,193,654361264,2358007
annualized-average-growth-rate-in-per-capita-real-survey-mean-consumption-or-income-bottom-40-of-population,WorldMap,,,f23e25a864249937b3d88834d2d867cd,annualized-average-growth-rate-in-per-capita-real-survey-mean-consumption-or-income-bottom-40-of-population_v36_850x600.svg,1,16,623652824,3579
anorexia-bulimia-nervosa-estimated-cases,DiscreteBar,,,7b5215ec03bd3cfd0f8d188064ceafa1,anorexia-bulimia-nervosa-estimated-cases_v29_850x600.svg,7,15,699161616,517825
antarctic-ozone-hole-area,LineChart,,,dfbd16bf443ec1178107036e830fe695,antarctic-ozone-hole-area_v17_850x600.svg,2,11,602682720,3139
antarctica-sea-ice-extent,LineChart,,,2fb6b56cb4158d8f31535e25370457ce,antarctica-sea-ice-extent_v19_850x600.svg,2,12,583783656,3002
anthromes,StackedArea,,,04a30f5faab4b3a145066556db95765b,anthromes_v9_850x600.svg,3,56,707484704,91961
antibiotic-consumption-rate,WorldMap,,,5e0ffcebcb2948efad2a2866ce88836c,antibiotic-consumption-rate_v10_850x600.svg,1,17,633306296,13751
antibiotic-usage-by-surveillance-category-stacked,StackedDiscreteBar,,,04745be459f353adc7df1349ed080bc2,antibiotic-usage-by-surveillance-category-stacked_v15_850x600.svg,2,12,631771024,55481
antibiotic-usage-in-children,WorldMap,,,fcc3f83073b2178d4965310927e2d628,antibiotic-usage-in-children_v12_850x600.svg,1,16,599567952,71862
antibiotic-usage-in-livestock,WorldMap,,,1f1387b45bc33c3ada4372073ba5b931,antibiotic-usage-in-livestock_v12_850x600.svg,1,14,600008176,6421
antibiotic-use-in-livestock-in-europe,WorldMap,,,ff0cac110b107cb92e79078e2ec059ec,antibiotic-use-in-livestock-in-europe_v11_850x600.svg,1,47,628482168,12269
antibiotic-use-intensity-in-livestock-by-region,DiscreteBar,,,8d878b4b3a4c0923b09f01871a384f71,antibiotic-use-intensity-in-livestock-by-region_v5_850x600.svg,1,13,623124632,2724
antibiotic-use-livestock-marimekko,Marimekko,,,1f4faa11830b6d157d455f3f8e7961f2,antibiotic-use-livestock-marimekko_v10_850x600.svg,2,28,651528760,15719
antibiotic-use-livestock-per-kg,LineChart,,,8e471e3ee80cc3014eab522dd9bf8928,antibiotic-use-livestock-per-kg_v7_850x600.svg,1,9,727737616,1364
antibiotic-use-livestock-tonnes,WorldMap,,,f5bd7305be32d00bcb05d090352ef279,antibiotic-use-livestock-tonnes_v7_850x600.svg,1,14,633154016,6458
antidepressants-per-capita,WorldMap,,,f1b635faa22abd7e19a1edbbb0ae39fb,antidepressants-per-capita_v5_850x600.svg,1,13,736796728,9388
antidepressants-per-capita-vs-gdp,ScatterPlot,,,ae8b7764d459eb9c795b1f2c1f27b535,antidepressants-per-capita-vs-gdp_v15_850x600.svg,9,38,649991608,259954
antiretroviral-therapy-coverage-among-people-living-with-hiv,WorldMap,,,05865724d147717548684ad8f531df6a,antiretroviral-therapy-coverage-among-people-living-with-hiv_v23_850x600.svg,2,18,650999640,96814
anxiety-disorders-prevalence,WorldMap,,,87c7493724d5d0e9f3ada27473b2d007,anxiety-disorders-prevalence_v37_850x600.svg,2,18,751944904,258597
anxiety-disorders-prevalence-by-age,DiscreteBar,,,7e497100e72cdee1a74bcde3cad98792,anxiety-disorders-prevalence-by-age_v39_850x600.svg,54,65,640924904,3359931
anxiety-disorders-prevalence-males-vs-females,ScatterPlot,,,2b3e5c82bc4ecd0cf475ee5ae9d3198d,anxiety-disorders-prevalence-males-vs-females_v44_850x600.svg,64,181,691034272,2359406
anxiety-disorders-prevalence-vs-gdp,ScatterPlot,,,81af48c69777837a51455707cdc60f78,anxiety-disorders-prevalence-vs-gdp_v50_850x600.svg,51,163,812005208,2334709
anxiety-disorders-treatment-gap,StackedDiscreteBar,,,369f2b0806a4931cf880f6010f2776e9,anxiety-disorders-treatment-gap_v30_850x600.svg,2,11,670358408,2374
apple-production,WorldMap,,,ad0f7846bd49344679bb337ff11abd05,apple-production_v10_850x600.svg,2,18,669239448,237866
aquaculture-farmed-fish-production,LineChart,,,01fe4117aa33b5e76eb2ff488aeed3a5,aquaculture-farmed-fish-production_v21_850x600.svg,2,27,686744792,403964
arable-land-pin,LineChart,,,5265552b4f41279f4c3aba7d297633bc,arable-land-pin_v13_850x600.svg,2,16,667607048,417899
arable-land-use-per-person,LineChart,,,c62b378ce2ae5ec72776edc5d496c075,arable-land-use-per-person_v17_850x600.svg,4,28,688572920,438624
arctic-sea-ice,LineChart,,,dafb9b90edb3e6c6c6dfefb1ad628722,arctic-sea-ice_v19_850x600.svg,1,11,692534880,3292
arctic-sea-ice-coverage-19352014,LineChart,,,55f09c6db0bf48f473ad3d0ca52a78ba,arctic-sea-ice-coverage-19352014_v8_850x600.svg,1,10,661333808,2297
area-burned-wildfires-by-type,StackedBar,,,c88c9319e16027ff8e0b84537bc61403,area-burned-wildfires-by-type_v10_850x600.svg,11,45,663153600,641682
area-land-needed-to-global-oil,DiscreteBar,,,f7f58c4f85fb7870151b925f11850a7c,area-land-needed-to-global-oil_v16_850x600.svg,28,41,670455968,1080438
area-meadows-and-pastures,WorldMap,,,49f3db8cb6c291d6ec40037926cec381,area-meadows-and-pastures_v10_850x600.svg,4,31,723578856,431459
area-of-permanent-meadows-and-pastures,LineChart,,,70115efe98aaea647ff03478e4e6dbce,area-of-permanent-meadows-and-pastures_v4_850x600.svg,2,20,717646408,485908
area-per-tonne-oil,LineChart,,,6b0386e7cd90aa921eae56b86cd052fb,area-per-tonne-oil_v19_850x600.svg,21,37,672756520,1064529
armed-forces-personnel,WorldMap,,,0f6f9966e4effc4e06099167e93aea50,armed-forces-personnel_v40_850x600.svg,4,32,703074040,182041
armed-forces-personnel-of-total-labor-force,WorldMap,,,a02badfd9dd162286d177ad8178aee68,armed-forces-personnel-of-total-labor-force_v32_850x600.svg,5,32,701750120,192427
armed-forces-personnel-percent,WorldMap,,,96259e734e2a43e7d6550bbb7ced6bf8,armed-forces-personnel-percent_v39_850x600.svg,5,28,242789560,198184
art-coverage-for-pregnant-women,WorldMap,,,7cf3575495433aabc81765c0a04cfb12,art-coverage-for-pregnant-women_v21_850x600.svg,1,15,689719808,56533
artificial-intelligence-number-training-datapoints,ScatterPlot,,,666d80e128815cb9c53f30c73a60b421,artificial-intelligence-number-training-datapoints_v195_850x600.svg,3,996,590641480,69180
asthma-prevalence,WorldMap,,,291513c6c0cbdec86dbdd2e553d1aab9,asthma-prevalence_v20_850x600.svg,2,20,717991928,250970
attendance-major-artificial-intelligence-conferences,LineChart,,,32b5eb3278181e8db36674a9508efcb7,attendance-major-artificial-intelligence-conferences_v32_850x600.svg,1,10,725215968,5553
attitudes-bans-factory-farming,StackedDiscreteBar,,,87fb383d533a65efa831d2cb918953fb,attitudes-bans-factory-farming_v5_850x600.svg,1,11,721058080,6311
augmented-hdi-vs-gdp-per-capita,ScatterPlot,,,2a3cb7f25d66e8dce5b0a2a7f2446aff,augmented-hdi-vs-gdp-per-capita_v38_850x600.svg,104,484,336276632,2622382
augmented-human-development-index,WorldMap,,,6334702e2e756b79a9627425d12f6760,augmented-human-development-index_v25_850x600.svg,3,24,745816096,137080
augmented-human-development-index-comparison,ScatterPlot,,,67f3db28b8bfe4a1798ef97c5d346a70,augmented-human-development-index-comparison_v21_850x600.svg,49,141,337735152,2097815
augmented-human-development-index-excluding-gdp,WorldMap,,,91fac3ff485d5ad8050416387004f0fa,augmented-human-development-index-excluding-gdp_v26_850x600.svg,5,24,745340920,137655
automated-teller-machines-atms-per-100000-adults,WorldMap,,,d6fafe3611aadee800c691c08ecb52e0,automated-teller-machines-atms-per-100000-adults_v20_850x600.svg,1,18,693515024,119028
autopsy-rate,WorldMap,,,a965101f1835dbdc9943f9c34d657ffa,autopsy-rate_v29_850x600.svg,1,13,757523936,36680
autumn-temperature-anomalies,StackedBar,,,f14e75301511aaaafb5d4616db9f10c2,autumn-temperature-anomalies_v19_850x600.svg,28,148,783610144,1917718
availability-of-computed-tomography-ct-imaging,WorldMap,,,3881b597373e7283d844f195c396cc7f,availability-of-computed-tomography-ct-imaging_v15_850x600.svg,1,12,701516120,9207
availability-of-positron-emission-tomography-pet-imaging,WorldMap,,,9b85b7945bdc30bc0208c804e7963db2,availability-of-positron-emission-tomography-pet-imaging_v13_850x600.svg,1,13,766147328,7402
availability-of-unemployment-estimates-by-source-ilo,WorldMap,,,f9fc6fe0aeba367844477fbea1ebc5f3,availability-of-unemployment-estimates-by-source-ilo_v42_850x600.svg,2,18,718059472,429547
average-age-of-mothers-birth-cohort,LineChart,,,95e82c606eb90fbfc5a40c159b4addd1,average-age-of-mothers-birth-cohort_v19_850x600.svg,3,20,768109624,122581
average-ammonium-concentration-in-freshwater,LineChart,,,bf4fb2c58bb55c73bc42b70f9a0f891a,average-ammonium-concentration-in-freshwater_v7_850x600.svg,2,11,744680632,78852
average-annual-surface-temperature,WorldMap,,,3776297a7cf3a0ccd5a3a3e050b0faa1,average-annual-surface-temperature_v15_850x600.svg,3,26,771230936,622423
average-battery-cell-price,LineChart,,,3f025d5dfb0021be069004e338455dac,average-battery-cell-price_v13_850x600.svg,1,11,790805256,1616
average-cost-of-tuberculosis-treatment-by-type,DiscreteBar,,,415f7fc72485e507c20041b04eb9f3c9,average-cost-of-tuberculosis-treatment-by-type_v18_850x600.svg,2,17,318867640,70759
average-cost-of-tuberculosis-treatment-multi-drug-resistant,WorldMap,,,17126ccfe779d16f9446ad55ed1bbff8,average-cost-of-tuberculosis-treatment-multi-drug-resistant_v13_850x600.svg,2,14,803817136,21381
average-daily-time-spent-by-women-on-domestic-work-paid-and-unpaid,WorldMap,,,7e11f531c00442ad6fe18d27c8bd903f,average-daily-time-spent-by-women-on-domestic-work-paid-and-unpaid_v11_850x600.svg,2,16,338958720,13597
average-effective-retirement-men,LineChart,,,d319bba4d0185e91a4d21ff75eeb014d,average-effective-retirement-men_v12_850x600.svg,2,25,210978312,60633
average-effective-retirement-women,LineChart,,,40d68c924795397a716f14a9a9ca8965,average-effective-retirement-women_v11_850x600.svg,2,16,787896160,60549
average-exposure-pm25-pollution,WorldMap,,,31bb375c80404278c9f804559888853d,average-exposure-pm25-pollution_v6_850x600.svg,2,20,756828752,220305
average-farm-size,WorldMap,,,a24f81169d034d524a98ddc450d34ebb,average-farm-size_v4_850x600.svg,1,10,348035760,12008
average-farm-size-vs-gdp,ScatterPlot,,,0327283a9a5540fedaec074a11840247,average-farm-size-vs-gdp_v20_850x600.svg,7,33,822965832,262574
average-harmonized-learning-outcome-scores,WorldMap,,,22c09cbc0cb747400335659dfcc981fd,average-harmonized-learning-outcome-scores_v46_850x600.svg,1,15,764384960,19165
average-height-by-year-of-birth,LineChart,,,f907d64e7b9da8baa897594e930e3cee,average-height-by-year-of-birth_v14_850x600.svg,17,37,346133640,1401687
average-height-of-men,WorldMap,,,a05ae843e73074f7da898f8ba5ff5014,average-height-of-men_v10_850x600.svg,5,31,230075312,700900
average-height-of-men-by-year-of-birth,LineChart,,,5bda0d03e8b082372a6b25c976f6f9e7,average-height-of-men-by-year-of-birth_v5_850x600.svg,2,11,789197256,44659
average-height-of-men-for-selected-countries,LineChart,,,78e011f9690e70ac3e0061aafa8ea04e,average-height-of-men-for-selected-countries_v14_850x600.svg,1,11,807441368,44637
average-height-of-women,WorldMap,,,4400e6b9999f8e935e69293efb0e4a1b,average-height-of-women_v9_850x600.svg,4,29,810333768,700787
